#,Release Date,Title,Instructor,Price,Product Type,Tags,URL
1087,2021-05-06,"Dynamic Top Wrestling by Tyler Caldwell","Tyler Caldwell",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Tyler Caldwell, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dynamic-top-wrestling-by-tyler-caldwell
1088,2021-05-06,"High Percentage Leg Attacks From Top: Passing To Straight & Twisting Locks by Joe Baize","Joe Baize",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Joe Baize, MC_Submissions, New, SC_Submissions_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/high-percentage-leg-attacks-from-top-volume-1-by-joe-baize
1089,2021-05-07,"High Percentage Leg Attacks From Top: Combining Advanced Leg Locks by Joe Baize","Joe Baize",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Joe Baize, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/high-percentage-leg-attacks-from-top-volume-2-by-joe-baize
1090,2021-05-07,"Reverse Toe Hold Mastery by Joe Baize","Joe Baize",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Joe Baize, GTIN, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/reverse-toe-hold-mastery-by-joe-baize
1091,2021-05-07,"The Crushing Calf Kick by Katel Kubis","Katel Kubis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Katel Kubis, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/the-crushing-calf-kick-by-katel-kubis
1092,2021-05-07,"Buzzsaw Kicking Mechanics by Edson Barboza","Edson Barboza",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Edson Barboza, New, Show_More_App",https://bjjfanatics.com/products/buzzsaw-kicking-mechanics-by-edson-barboza
1093,2021-05-07,"Misdirection & Chain Wrestling Offense by Steve Brown","Steve Brown",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Steve Brown, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/misdirection-chain-wrestling-offense-by-steve-brown
1094,2021-05-13,"The Ge Guard by Gezary Matuda","Gezary Matuda",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Gezary Matuda, GTIN, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/the-ge-guard-by-gezary-matuda
1095,2021-05-13,"Grapple Boxing Fundamentals by Jared Gordon","Jared Gordon",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jared Gordon, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/grapple-boxing-fundamentals-by-jared-gordon
1096,2021-05-13,"Fluid Boxing Fundamentals by Dyah Davis","Dyah Davis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Dyah Davis, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/fluid-boxing-fundamentals-by-dyah-davis
1097,2021-05-13,"the Kimura Scheme by Clark Gracie","Clark Gracie",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Clark Gracie, GTIN, MC_Submissions, New, SC_Submissions_Arm_Attacks, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-kimura-scheme-by-clark-gracie
1098,2021-05-13,"The Forgotten Sweep by Jeff Curran","Jeff Curran",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jeff Curran, MC_Guard, New, SC_Guard_Closed_Guard, Show_More_App",https://bjjfanatics.com/products/the-forgotten-sweep-by-jeff-curran
1099,2021-05-13,"Big Frog Back Control & Attacks by Jeff Curran","Jeff Curran",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jeff Curran, MC_Back_Attacks, New, Show_More_App",https://bjjfanatics.com/products/big-frog-back-control-attacks-by-jeff-curran
1100,2021-05-14,"The Anti-Wrestling Equation by Craig Jones","Craig Jones",98.50,"COMBO","above-100, above-130, above-160, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Craig Jones, GTIN, MC_Guard, New, Show_More_App, TopBestSeller, trending-now",https://bjjfanatics.com/products/products-the-anti-wrestling-equation-by-craig-jones
1101,2021-05-15,"Breaking Legs and Breaking Hearts by Garry Tonon","Garry Tonon",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Garry Tonon, GTIN, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/breaking-legs-and-breaking-hearts-by-garry-tonon
1102,2021-05-17,"The Classic Judo Arm Bar by Matt D'Aquino","Matt D'Aquino",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Matt D'Aquino, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/the-classic-judo-arm-bar-by-matt-daquino
1103,2021-05-17,"Lightning Fast Escapes For Competition Judo by Matt D'Aquino","Matt D'Aquino",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Matt D'Aquino, New, Show_More_App",https://bjjfanatics.com/products/lightning-fast-escapes-for-competition-judo-by-matt-daquino
1104,2021-05-17,"Law Enforcement Grappling Solutions by Ryan Scialoia","Ryan Scialoia",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ryan Scialoia, GTIN, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/law-enforcement-grappling-solutions-by-ryan-scialoia
1105,2021-05-17,"Winning Double Knee Position by Marcos Tinoco","Marcos Tinoco",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Marcos Tinoco, GTIN, MC_Guard, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/winning-double-knee-position-by-marcos-tinoco
1106,2021-05-17,"The Slovenian Judo System by Aljaz Sedej","Aljaz Sedej",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Aljaz Sedej, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/the-slovenian-judo-system-by-aljaz-sedej
1107,2021-05-17,"Advanced Folkstyle Wrestling Drills by Dan Vallimont","Dan Vallimont",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/advanced-folkstyle-wrestling-drills-by-dan-vallimont
1108,2021-05-17,"The Winning Keys To Par Terre Defense by Dan Vallimont","Dan Vallimont",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-winning-keys-to-par-terre-defense-by-dan-vallimont
1109,2021-05-17,"The Jiu Jitsu Class Volume 1 by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, Facebook, Fighter_Roy Dean, New, Show_More_App",https://bjjfanatics.com/products/the-jiu-jitsu-class-volume-1-by-roy-dean
1110,2021-05-23,"Elite Ankle Picks by Dan Vallimont","Dan Vallimont",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/elite-ankle-picks-by-dan-vallimont
1111,2021-05-23,"Wrestling For beginners Volume 1: Neutral Offense by Dan Vallimont","Dan Vallimont",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/wrestling-for-beginners-volume-1-neutral-offense-by-dan-vallimont
1112,2021-05-23,"The Jiu Jitsu Diagram For Beginners Passing & Playing Guard by Italo Lins","Italo Lins",39.50,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Italo Lins, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/the-jiu-jitsu-diagram-for-beginners-volume-1-by-italo-lins
1113,2021-05-23,"The Jiu Jitsu Diagram For Beginners: Attacking & Escaping Dominant Positions by Italo Lins","Italo Lins",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Italo Lins, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/the-jiu-jitsu-diagram-for-beginners-volume-2-by-italo-lins
1114,2021-05-23,"Squatting For Athleticism by Carlos Alonso","Carlos Alonso",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Carlos Alonso, MC_Conditioning, MC_Strength_Training, New, Show_More_App",https://bjjfanatics.com/products/squatting-for-athleticism-by-carlos-alonso
1115,2021-05-23,"Introduction To Becoming A Side Control Assassin by Latif Kadri","Latif Kadri",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Latif Kadri, GTIN, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/introduction-to-becoming-a-side-control-assassin-by-latif-kadri
1116,2021-05-23,"The Complete Line Drill Manual by Duane Ludwig","Duane Ludwig",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Duane Ludwig, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/the-complete-line-drill-manual-by-duane-ludwig
1117,2021-05-23,"Grass Roots Muay Thai Fundamentals by Master Kru Manop","Kru Manop",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Kru Manop, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/grass-roots-muay-thai-fundamentals-by-master-kru-manop
1118,2021-05-23,"No Gi Brazilian Jiu Jitsu Escaping System by Troy Manning","Troy Manning",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Troy Manning, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/no-gi-brazilian-jiu-jitsu-escaping-system-by-troy-manning
1119,2021-05-23,"Polish Power Side Control by Adam Wardzinski","Adam Wardzinski",97.00,"COMBO","above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Adam Wardzinski, GTIN, level-3, MC_Side_Control_Attacks, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/polish-power-side-control-by-adam-wardzinski
1120,2021-05-29,"Just Chokes by Joel Bouhey","Joel Bouhey",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Joel Bouhey, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/just-chokes-by-joel-bouhey
1121,2021-05-29,"Perednyaya Podsechka / Sasae Tsurikomi Ashi by Vlad Koulikov","Vlad Koulikov",47.00,"COMBO","above-30, Facebook, Fighter_Vlad Koulikov, New, Show_More_App",https://bjjfanatics.com/products/perednyaya-podsechka-sasae-tsurikomi-ashi-by-vlad-koulikov
1122,2021-06-04,"The Flow Chart System Open Guard Part 1 by Eric Laporte","Eric Laporte",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Eric Laporte, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/the-flow-chart-system-open-guard-part-1-by-eric-laporte
1123,2021-06-04,"The Lins Lock by Italo Lins","Italo Lins",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Italo Lins, MC_Submissions, New, Show_More_App",https://bjjfanatics.com/products/the-lins-lock-by-italo-lins
1124,2021-06-04,"The Sit Up Guard by Lucas Lepri","Lucas Lepri",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Lucas Lepri, GTIN, MC_Guard, New, SC_Guard_De_La_Riva_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/products-the-sit-up-guard-by-lucas-lepri
1125,2021-06-04,"SAG Headlocks Fundamentals and Finishes by Nolan Baker","Nolan Baker",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nolan Baker, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/sag-headlocks-fundamentals-and-finishes-by-nolan-baker
1126,2021-06-04,"Slick Duck Unders by Tony Tolbert","Tony Tolbert",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Tony Tolbert, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/slick-duck-unders-by-tony-tolbert
1127,2021-06-04,"The 50-50 of The Arms The Rocha Kimura System by Vagner Rocha BJJ","Vagner Rocha",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Vagner Rocha, GTIN, MC_Guard_Passing, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-50-50-of-the-arms-the-rocha-kimura-system-by-vagner-rocha
1128,2021-06-04,"Savage Grappling Takedown Combinations by Vagner Rocha","Vagner Rocha",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Vagner Rocha, GTIN, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App",https://bjjfanatics.com/products/savage-grappling-takedown-combinations-by-vagner-rocha
1129,2021-06-06,"The Roger Gracie Half Guard System by Roger Gracie","Roger Gracie",149.00,"COMBO","above-100, above-130, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Roger Gracie, GTIN, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/the-roger-gracie-half-guard-system-by-roger-gracie
1130,2021-06-06,"Beyond Technique by Federico Tisi","Federico Tsi",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Federico Tsi, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/beyond-technique-by-federico-tisi
1131,2021-06-06,"Opening The Closed Guard by Ricardo Testai","Ricardo Testai",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ricardo Testai, New, Show_More_App",https://bjjfanatics.com/products/opening-the-closed-guard-by-ricardo-testai
1132,2021-06-06,"Diverse Pathways To Armbars And Chokes by Luis Heredia","Luis Heredia",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Luis Heredia, MC_Submissions, New, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/diverse-pathways-to-armbars-and-chokes-by-luis-heredia
1133,2021-06-06,"Front Strangle Mastery by David Garmo","David Garmo",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_David Garmo, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/front-strangle-mastery-by-david-garmo
1134,2021-06-06,"The Guillotine Guard by Bjorn Friedrich","Bjorn Friedrich",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Bjorn Friedrich, MC_Guard, MC_Submissions, New, SC_Guard_Closed_Guard, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/the-guillotine-guard-by-bjorn-friedrich
1135,2021-06-06,"Control The Chaos by Bjorn Friedrich","Bjorn Friedrich",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bjorn Friedrich, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/control-the-chaos-by-bjorn-friedrich
1136,2021-06-06,"Side Control Domination Devastating Submissions by Ricardo Marques","Ricardo Marques",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ricardo Marques, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/side-control-domination-devastating-submissions-by-ricardo-marques
1137,2021-06-06,"The Fundamental Shrimp System by Todd Margolis","Todd Margolis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Todd Margolis, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/the-fundamental-shrimp-system-by-todd-margolis
1138,2021-06-06,"The Art Of The Jab by Brian Bomac Mcintyre","Brian Bomac Mcintyre",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brian Bomac Mcintyre, New, Show_More_App",https://bjjfanatics.com/products/the-art-of-the-jab-by-brian-bomac-mcintyre
1139,2021-06-06,"The Basics & Fundamentals Of Boxing by Jimmy McNally","Jimmy McNally",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jimmy McNally, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/the-basics-fundamentals-of-boxing-by-jimmy-mcnally
1140,2021-06-14,"The Python Back Triangle by Michael Chu","Michael Chu",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Michael Chu, MC_Back_Attacks, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/the-python-back-triangle-by-michael-chu
1141,2021-06-14,"Mastering The Pivot by Barry Robinson","Barry Robinson",117.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Barry Robinson, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/mastering-the-pivot-by-barry-robinson
1142,2021-06-14,"The Art & Science Of The Ground And Pound Part 3: Anchoring Positions by Greg Jackson","Greg Jackson",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Greg Jackson, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/the-art-science-of-the-ground-and-pound-part-3-anchoring-positions-by-greg-jackson
1143,2021-06-14,"Muay Thai For MMA Beginners by Alex Exsisto","Alex Exsisto",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Alex Exsisto, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/muay-thai-for-mma-beginners-by-alex-exsisto
1144,2021-06-14,"Muay Thai For MMA Intermediate by Alex Exsisto","Alex Exsisto",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Alex Exsisto, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/muay-thai-for-mma-intermediate-by-alex-exsisto
1145,2021-06-14,"Effective elbow Strikes For MMA by Mike Winkeljohn and Holly Holm","Mike Winkeljohn and Holly Holm",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Holly Holm, Fighter_Mike Winkeljohn, MC_Striking, mc_women, New, Show_More_App",https://bjjfanatics.com/products/effective-elbow-strikes-for-mma-by-mike-winkeljohn-and-holly-holm
1146,2021-06-14,"Attacking With Underhooks by Mitch McKee","Mitch McKee",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Mitch McKee, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/attacking-with-underhooks-by-mitch-mckee
1147,2021-06-15,"The Gregorian Lapel System Part 2: The Arm Razor Matrix System by Greg Hamilton","Greg Hamilton",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Greg Hamilton, GTIN, MC_Guard, New, SC_Guard_Closed_Guard, SC_Guard_Guard_Retention, Show_More_App",https://bjjfanatics.com/products/the-gregorian-lapel-system-part-2-the-arm-razor-matrix-system-by-greg-hamilton
1148,2021-06-15,"Pressure Takedowns by Andy Simmons","Andy Simmons",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Andy Simmons, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/pressure-takedowns-by-andy-simmons
1149,2021-06-15,"Brutally Effective Claw Rides by Nick Simmons","Nick Simmons",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nick Simmons, MC, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/brutally-effective-claw-rides-by-nick-simmons
1150,2021-06-15,"Systematic European Ground Game by Aleksandar Kukolj","Aleksandar Kukolj",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Aleksandar Kukolj, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/systematic-european-ground-game-by-aleksandar-kukolj
1151,2021-06-15,"Welcome To The Darce-Side by Travis moore","Travis Moore",39.50,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Daily Deal, Facebook, featured-bestsellers, Fighter_Travis Moore, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/welcome-to-the-darce-side-by-travis-moore
1152,2021-06-15,"Pass Like a G with GE by Gezary Matuda","Gezary Matuda",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Gezary Matuda, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/pass-like-a-g-with-ge-by-gezary-matuda
1153,2021-06-15,"The Essential Shin To Shin System by Shawn Williams","Shawn Williams",97.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Shawn Williams, GTIN, MC_Guard, New, SC_Guard_Butterfly_Guard, SC_Guard_Guard_Retention, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-essential-shin-to-shin-system-by-shawn-williams
1154,2021-06-15,"Countering The Calf Kick by Katel Kubis","Katel Kubis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Katel Kubis, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/countering-the-calf-kick-by-katel-kubis
1155,2021-06-15,"Effective 2-on-1 Offense by Pat Smith","Pat Smith",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Pat Smith, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/effective-2-on-1-offense-by-pat-smith
1156,2021-06-15,"Countering The Jab by Duane Ludwig","Duane Ludwig",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Duane Ludwig, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/countering-the-jab-by-duane-ludwig
1157,2021-06-15,"Tools Of The Trade by Brandon Gibson","Brandon Gibson",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Brandon Gibson, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/tools-of-the-trade-by-brandon-gibson
1158,2021-06-15,"Southpaw Strategy by Brandon Gibson","Brandon Gibson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brandon Gibson, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/southpaw-strategy-by-brandon-gibson
1159,2021-06-15,"The Buchecha Escape Series by Marcus ""Buchecha"" Almeida","Marcus Almeida",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Marcus Almeida, GTIN, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/the-buchecha-escape-series-by-marcus-buchecha-almeida
1160,2021-06-15,"Bag Work 101 by Kirian Fitzgibbons","Kirian Fitzgibbons",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Kirian Fitzgibbons, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/bag-work-101-by-kirian-fitzgibbons
1161,2021-06-15,"Effective Heavyweight Defense by Youssif Hemida","Youssif Hemida",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Youssif Hemida, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/effective-heavyweight-defense-by-youssif-hemida
1162,2021-06-15,"Dynamic Wrestling For MMA by Brandon Escobar","Brandon Escobar",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brandon Escobar, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/dynamic-wrestling-for-mma-by-brandon-escobar
1163,2021-06-15,"Muay Thai Encyclopedia by Fabio Noguchi","Fabio Noguchi",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Fabio Noguchi, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/muay-thai-encyclopedia-by-fabio-noguchi
1164,2021-06-22,"Systematically attacking From Top Pins: Side Control & North South by Gordon Ryan","Gordon Ryan",349.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Gordon Ryan, GTIN, MC_Side_Control_Attacks, MC_Submissions, New, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/systematically-attacking-from-top-pins-side-control-north-south-by-gordon-ryan
1165,2021-06-23,"Quick & Effective Hand Fighting by Alec Pantaleo","Alec Pantaleo",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Alec Pantaleo, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/quick-effective-hand-fighting-by-alec-pantaleo
1166,2021-06-23,"Heavy Pressure Top Wrestling by Tony Nelson","Tony Nelson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Tony Nelson, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/heavy-pressure-top-wrestling-by-tony-nelson
1167,2021-06-23,"Dynamic And Dependable Takedown Defense by Dave Habat","Dave Habat",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Dave Habat, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dynamic-and-dependable-takedown-defense-by-dave-habat
1168,2021-06-26,"Defensive Wrestling: Stopping Opponents With good Position by Travis Rutt","Travis Rutt",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Travis Rutt, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/defensive-wrestling-stopping-opponents-with-good-position-by-travis-rutt
1169,2021-06-26,"The Compass Closed Guard by Craig Funk","Craig Funk",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Craig Funk, MC_Guard, New, SC_Guard_Closed_Guard, Show_More_App",https://bjjfanatics.com/products/the-compass-closed-guard-by-craig-funk
1170,2021-06-26,"Side Control Submissions Chains by Craig Funk","Craig Funk",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Craig Funk, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/side-control-submissions-chains-by-craig-funk
1171,2021-06-26,"Self Defense Fundamentals by Craig Funk","Craig Funk",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Craig Funk, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/self-defense-fundamentals-by-craig-funk
1172,2021-06-26,"Visible Jiu Jitsu: The Half Guard System by Bruno Bastos","Bruno Bastos",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bruno Bastos, GTIN, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/visible-jiu-jitsu-the-half-guard-system-by-bruno-bastos
1173,2021-06-26,"Storm-Style Bottom Wrestling by Logan Storley","Logan Storely",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Logan Storely, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/storm-style-bottom-wrestling-by-logan-storley
1174,2021-06-26,"Secrets Of A Champion Balance by Trevor Wittman and Justin Gaethje","Trevor Wittman",97.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Trevor Wittman, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/secrets-of-a-champion-balance-by-trevor-wittman
1175,2021-06-26,"Mastering The Giggler Sweep by Sean Roberts","Sean Roberts",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sean Roberts, GTIN, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/mastering-the-giggler-sweep-by-sean-roberts
1176,2021-06-26,"The Mirroring Principle: The Kings Gambit by Wim Deputter","Wim Deputter",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Wim Deputter, GTIN, New, Show_More_App",https://bjjfanatics.com/products/the-mirroring-principle-the-kings-gambit-by-wim-deputter
